,0
seniors,0.32569316235727924
childs,0.28368147004695765
adults,0.2474006081439567
immigration_rate,0.058419726831529586
wealth_per_capita,0.03178742210331887
abstentions_pct,0.02139068869037543
criminality_indice,0.014054199514190444
average_price_per_m2,0.012573676822123778
unemployment_rate,0.00499904549026836
