,0
seniors,0.2743449439618841
adults,0.268630420309031
childs,0.2290730593638096
abstentions_pct,0.06765956404279114
wealth_per_capita,0.06323121584221787
immigration_rate,0.03383377907433346
average_price_per_m2,0.027109019235579464
criminality_indice,0.021482724014107765
unemployment_rate,0.014635274156245624
