,0
adults,0.19238546851210556
seniors,0.1891604145431174
natality_rate,0.1504088575016826
childs,0.14093876607058858
median_income,0.05711491303892378
immigration_rate,0.05657603714293221
average_price_per_m2,0.05187580205105193
abstentions_pct,0.04861746065998597
wealth_per_capita,0.04193844154083134
criminality_indice,0.030623724530542726
population_density,0.0226285254281188
unemployment_rate,0.017731588980119107
