,0
adults,0.2967116768715306
childs,0.21642055585273867
seniors,0.16819354999196406
wealth_per_capita,0.09118005964014682
median_income,0.06504249826860786
abstentions_pct,0.054080233892330874
population_density,0.044438610047895157
average_price_per_m2,0.017496405248554392
immigration_rate,0.016230340046363072
criminality_indice,0.011310995726349927
natality_rate,0.009755020029413175
unemployment_rate,0.009140054384105341
