,0
adults,0.24127782077220034
childs,0.18547766047835873
seniors,0.1652880459235813
median_income,0.11381730104303785
wealth_per_capita,0.09826319564128097
abstentions_pct,0.09308496541705584
population_density,0.036179395401315
immigration_rate,0.01783301097151742
average_price_per_m2,0.017704692905257936
criminality_indice,0.016454246832030898
unemployment_rate,0.009995914186374657
natality_rate,0.00462375042798896
